year,lgID,tmID,playoff,made_playoff,,G,W,L,T,OTL,Pts,Pts/gm,SoW,SoL,GF,GA,PIM,PIM/gm,PPG,PPC,SHA,PKG,PKC,GF/gm,GA/gm
2006,NHL,CHI,,0,,82,31,42,,9,71,0.87,6,7,201,258,1332,16.2,43,364,6,77,443,2.45,3.15
2006,NHL,COL,,0,,82,44,31,,7,95,1.16,5,4,272,251,884,10.8,79,374,9,70,353,3.32,3.06
2006,NHL,DAL,CQF,1,,82,50,25,,7,107,1.30,9,4,226,197,1133,13.8,79,427,6,59,377,2.76,2.4
2006,NHL,DET,CF,1,,82,50,19,,13,113,1.38,2,8,254,199,982,12.0,68,401,11,63,408,3.1,2.43
2006,NHL,EDM,,0,,82,32,43,,7,71,0.87,3,3,195,248,1285,15.7,53,373,4,59,382,2.38,3.02
2006,NHL,FLO,,0,,82,35,31,,16,86,1.05,2,8,247,257,1181,14.4,61,337,6,78,443,3.01,3.13
2006,NHL,LAK,,0,,82,27,41,,14,68,0.83,4,6,227,283,1239,15.1,81,442,6,91,411,2.77,3.45
2006,NHL,MIN,CQF,1,,82,48,26,,8,104,1.27,10,7,235,191,862,10.5,72,380,8,48,342,2.87,2.33
2006,NHL,MTL,,0,,82,42,34,,6,90,1.10,6,5,245,256,1133,13.8,86,378,6,69,419,2.99,3.12
2006,NHL,NAS,CQF,1,,82,51,23,,8,110,1.34,6,5,272,212,1179,14.4,71,408,2,55,390,3.32,2.59
2006,NHL,NJD,CSF,1,,82,49,24,,9,107,1.30,10,8,216,201,830,10.1,65,367,11,40,271,2.63,2.45
2006,NHL,NYI,CQF,1,,82,40,30,,12,92,1.12,8,5,248,240,1062,13.0,63,348,9,79,433,3.02,2.93
2006,NHL,NYR,CSF,1,,82,42,30,,10,94,1.15,9,5,242,216,1109,13.5,75,406,6,65,400,2.95,2.63
2006,NHL,OTT,F,1,,82,48,25,,9,105,1.28,2,6,288,222,1173,14.3,72,403,12,61,394,3.51,2.71
2006,NHL,PHI,,0,,82,22,48,,12,56,0.68,1,6,214,303,1301,15.9,53,376,14,65,420,2.61,3.7
2006,NHL,PHO,,0,,82,31,46,,5,67,0.82,5,2,216,284,1445,17.6,66,400,13,92,425,2.63,3.46
2006,NHL,PIT,CQF,1,,82,47,24,,11,105,1.28,10,6,277,246,1249,15.2,94,463,13,75,419,3.38,3
2006,NHL,SJS,CSF,1,,82,51,26,,5,107,1.30,2,2,258,199,955,11.6,92,410,4,55,330,3.15,2.43
2006,NHL,STL,,0,,82,34,35,,13,81,0.99,6,6,214,254,1223,14.9,46,381,10,83,414,2.61,3.1
2006,NHL,TBL,CQF,1,,82,44,33,,5,93,1.13,10,2,253,261,897,10.9,69,374,11,66,305,3.09,3.18
2006,NHL,TOR,,0,,82,40,31,,11,91,1.11,4,7,258,269,1139,13.9,71,401,11,90,418,3.15,3.28
2006,NHL,VAN,CSF,1,,82,49,26,,7,105,1.28,5,4,222,201,1206,14.7,70,407,8,57,436,2.71,2.45
2006,NHL,WAS,,0,,82,28,40,,14,70,0.85,1,11,235,286,1233,15.0,67,408,14,82,414,2.87,3.49
2007,NHL,AND,CQF,1,,82,47,27,,8,102,1.24,8,7,205,191,1481,18.1,60,361,7,69,408,2.5,2.33
2007,NHL,ATL,,0,,82,34,40,,8,76,0.93,9,6,216,272,1077,13.1,52,316,10,75,354,2.63,3.32
2007,NHL,BOS,CQF,1,,82,41,29,,12,94,1.15,6,7,212,222,1069,13.0,56,319,6,71,332,2.59,2.71
2007,NHL,BUF,,0,,82,39,31,,12,90,1.10,4,9,255,242,1004,12.2,66,366,8,56,333,3.11,2.95
2007,NHL,CAL,CQF,1,,82,42,30,,10,94,1.15,3,3,229,227,1342,16.4,59,352,8,72,388,2.79,2.77
2007,NHL,CAR,,0,,82,43,33,,6,92,1.12,2,3,252,249,1183,14.4,79,420,13,75,355,3.07,3.04
2007,NHL,CBS,,0,,82,34,36,,12,80,0.98,3,8,193,218,1325,16.2,53,356,5,63,378,2.35,2.66
2007,NHL,CHI,,0,,82,40,34,,8,88,1.07,5,4,239,235,1383,16.9,58,365,6,69,385,2.91,2.87
2007,NHL,COL,CSF,1,,82,44,31,,7,95,1.16,7,3,231,219,995,12.1,49,335,5,56,301,2.82,2.67
2007,NHL,DAL,CF,1,,82,45,30,,7,97,1.18,5,3,242,207,1178,14.4,64,354,8,51,354,2.95,2.52
2007,NHL,DET,SC,1,,82,54,21,,7,115,1.40,5,5,257,184,937,11.4,81,391,7,57,357,3.13,2.24
2007,NHL,EDM,,0,,82,41,35,,6,88,1.07,15,4,235,251,1175,14.3,57,344,10,56,366,2.87,3.06
2007,NHL,FLO,,0,,82,38,35,,9,85,1.04,5,6,216,226,1026,12.5,60,313,3,66,374,2.63,2.76
2007,NHL,LAK,,0,,82,32,43,,7,71,0.87,5,3,231,266,954,11.6,64,366,4,68,309,2.82,3.24
2007,NHL,MIN,CQF,1,,82,44,28,,10,98,1.20,3,8,223,218,1098,13.4,64,338,10,49,330,2.72,2.66
2007,NHL,MTL,CSF,1,,82,47,25,,10,104,1.27,5,6,262,222,1090,13.3,90,374,3,60,342,3.2,2.71
2007,NHL,NAS,CQF,1,,82,41,32,,9,91,1.11,3,5,230,229,1027,12.5,53,358,10,49,335,2.8,2.79
2007,NHL,NJD,CQF,1,,82,46,29,,7,99,1.21,8,4,206,197,974,11.9,50,320,7,54,314,2.51,2.4
2007,NHL,NYI,,0,,82,35,38,,9,79,0.96,5,3,194,243,1041,12.7,48,330,15,68,375,2.37,2.96
2007,NHL,NYR,CSF,1,,82,42,27,,13,97,1.18,8,9,213,199,1154,14.1,61,370,6,53,343,2.6,2.43
2007,NHL,OTT,CQF,1,,82,43,31,,8,94,1.15,3,5,261,247,1175,14.3,60,328,6,72,380,3.18,3.01
2007,NHL,PHI,CF,1,,82,42,29,,11,95,1.16,3,6,248,233,1471,17.9,84,385,6,65,388,3.02,2.84
2007,NHL,PHO,,0,,82,38,37,,7,83,1.01,5,6,214,231,1193,14.5,63,339,12,64,332,2.61,2.82
2007,NHL,PIT,F,1,,82,47,27,,8,102,1.24,7,4,247,216,1179,14.4,77,378,10,68,357,3.01,2.63
2007,NHL,SJS,CSF,1,,82,49,23,,10,108,1.32,6,6,222,193,1075,13.1,70,374,9,44,310,2.71,2.35
2007,NHL,STL,,0,,82,33,36,,13,79,0.96,3,5,205,237,1153,14.1,47,334,13,56,359,2.5,2.89
2007,NHL,TBL,,0,,82,31,42,,9,71,0.87,2,1,223,267,1038,12.7,57,296,7,56,312,2.72,3.26
2007,NHL,TOR,,0,,82,36,35,,11,83,1.01,3,4,231,260,1087,13.3,61,343,10,77,352,2.82,3.17
2007,NHL,VAN,,0,,82,39,33,,10,88,1.07,6,9,213,215,1474,18.0,63,369,7,64,368,2.6,2.62
2007,NHL,WAS,CQF,1,,82,43,31,,8,94,1.15,4,4,242,231,975,11.9,65,346,8,68,349,2.95,2.82
2008,NHL,AND,CSF,1,,82,42,33,,7,91,1.11,7,3,245,238,1426,17.4,73,309,8,78,385,2.99,2.9
2008,NHL,ATL,,0,,82,35,41,,6,76,0.93,7,1,257,280,1256,15.3,69,357,10,88,366,3.13,3.41
2008,NHL,BOS,CSF,1,,82,53,19,,10,116,1.41,4,6,274,196,1028,12.5,74,313,7,54,306,3.34,2.39
2008,NHL,BUF,,0,,82,41,32,,9,91,1.11,8,5,250,234,1121,13.7,75,358,5,61,336,3.05,2.85
2008,NHL,CAL,CQF,1,,82,46,30,,6,98,1.20,3,2,254,248,1299,15.8,61,358,15,58,349,3.1,3.02
2008,NHL,CAR,CF,1,,82,45,30,,7,97,1.18,3,5,239,226,802,9.8,70,374,9,59,301,2.91,2.76
2008,NHL,CBS,CQF,1,,82,41,31,,10,92,1.12,6,7,226,230,1227,15.0,41,322,12,62,346,2.76,2.8
2008,NHL,CHI,CF,1,,82,46,24,,12,104,1.27,4,7,264,216,1157,14.1,70,363,6,64,330,3.22,2.63
2008,NHL,COL,,0,,82,32,45,,5,69,0.84,9,4,199,257,1062,13.0,50,318,8,64,318,2.43,3.13
2008,NHL,DAL,,0,,82,36,35,,11,83,1.01,6,6,230,257,1144,14.0,54,351,4,70,327,2.8,3.13
2008,NHL,DET,F,1,,82,51,21,,10,112,1.37,6,4,295,244,824,10.0,90,353,4,71,327,3.6,2.98
2008,NHL,EDM,,0,,82,38,35,,9,85,1.04,6,4,234,248,1247,15.2,60,354,8,76,338,2.85,3.02
2008,NHL,FLO,,0,,82,41,30,,11,93,1.13,3,8,234,231,900,11.0,51,308,9,54,311,2.85,2.82
2008,NHL,LAK,,0,,82,34,37,,11,79,0.96,5,8,207,234,1207,14.7,69,360,8,62,362,2.52,2.85
2008,NHL,MIN,,0,,82,40,33,,9,89,1.09,5,3,219,200,889,10.8,66,328,6,36,291,2.67,2.44
2008,NHL,MTL,CQF,1,,82,41,30,,11,93,1.13,7,7,249,247,1229,15.0,72,374,11,65,370,3.04,3.01
2008,NHL,NAS,,0,,82,40,34,,8,88,1.07,6,5,213,233,994,12.1,50,318,8,59,338,2.6,2.84
2008,NHL,NJD,CQF,1,,82,51,27,,4,106,1.29,6,2,244,209,1058,12.9,58,307,4,65,324,2.98,2.55
2008,NHL,NYI,,0,,82,26,47,,9,61,0.74,3,5,201,279,1216,14.8,54,320,5,73,361,2.45,3.4
2008,NHL,NYR,CQF,1,,82,43,30,,9,95,1.16,10,6,210,218,1199,14.6,48,346,14,40,329,2.56,2.66
2008,NHL,OTT,,0,,82,36,35,,11,83,1.01,4,6,217,237,1098,13.4,66,339,5,64,346,2.65,2.89
2008,NHL,PHI,CQF,1,,82,44,27,,11,99,1.21,4,6,264,238,1434,17.5,71,316,1,67,393,3.22,2.9
2008,NHL,PHO,,0,,82,36,39,,7,79,0.96,3,3,208,252,1092,13.3,50,344,4,68,293,2.54,3.07
2008,NHL,PIT,SC,1,,82,45,28,,9,99,1.21,6,6,264,239,1114,13.6,62,360,13,60,347,3.22,2.91
2008,NHL,SJS,CQF,1,,82,53,18,,11,117,1.43,6,5,257,204,1053,12.8,87,360,11,51,306,3.13,2.49
2008,NHL,STL,CQF,1,,82,41,31,,10,92,1.12,6,6,233,233,1248,15.2,72,351,8,58,357,2.84,2.84
2008,NHL,TBL,,0,,82,24,40,,18,66,0.80,3,10,210,279,1306,15.9,61,343,9,89,405,2.56,3.4
2008,NHL,TOR,,0,,82,34,35,,13,81,0.99,6,7,250,293,1125,13.7,62,330,7,78,308,3.05,3.57
2008,NHL,VAN,CSF,1,,82,45,27,,10,100,1.22,3,7,246,220,1351,16.5,67,357,5,69,371,3,2.68
2008,NHL,WAS,CSF,1,,82,50,24,,8,108,1.32,4,5,272,245,1041,12.7,85,337,11,75,387,3.32,2.99
2009,NHL,AND,,0,,82,39,32,,11,89,1.09,5,8,238,251,1321,16.1,63,300,9,67,324,2.9,3.06
2009,NHL,ATL,,0,,82,35,34,,13,83,1.01,4,6,234,256,1053,12.8,51,316,4,57,320,2.85,3.12
2009,NHL,BOS,CSF,1,,82,39,30,,13,91,1.11,10,9,206,200,953,11.6,44,265,4,37,272,2.51,2.44
2009,NHL,BUF,CQF,1,,82,45,27,,10,100,1.22,4,6,235,207,918,11.2,55,313,3,38,284,2.87,2.52
2009,NHL,CAL,,0,,82,40,32,,10,90,1.10,3,7,204,210,1143,13.9,43,268,2,54,305,2.49,2.56
2009,NHL,CAR,,0,,82,35,37,,10,80,0.98,4,5,230,256,966,11.8,56,332,8,62,320,2.8,3.12
2009,NHL,CBS,,0,,82,32,35,,15,79,0.96,2,10,216,259,1086,13.2,56,308,9,61,334,2.63,3.16
2009,NHL,CHI,SC,1,,82,52,22,,8,112,1.37,9,6,271,209,924,11.3,52,294,4,39,265,3.3,2.55
2009,NHL,COL,CQF,1,,82,43,30,,9,95,1.16,7,5,244,233,1027,12.5,56,310,9,60,303,2.98,2.84
2009,NHL,DAL,,0,,82,37,31,,14,88,1.07,7,10,237,254,963,11.7,61,328,8,65,288,2.89,3.1
2009,NHL,DET,CSF,1,,82,44,24,,14,102,1.24,6,9,229,216,723,8.8,59,307,1,43,267,2.79,2.63
2009,NHL,EDM,,0,,82,27,47,,8,62,0.76,8,6,214,284,1133,13.8,52,301,5,67,305,2.61,3.46
2009,NHL,FLO,,0,,82,32,37,,13,77,0.94,6,10,208,244,977,11.9,44,309,8,59,287,2.54,2.98
2009,NHL,LAK,CQF,1,,82,46,27,,9,101,1.23,10,8,241,219,979,11.9,64,307,6,60,304,2.94,2.67
2009,NHL,MIN,,0,,82,38,36,,8,84,1.02,5,7,219,246,924,11.3,59,309,13,53,306,2.67,3
2009,NHL,MTL,CF,1,,82,39,33,,10,88,1.07,7,5,217,223,936,11.4,57,261,8,53,311,2.65,2.72
2009,NHL,NAS,CQF,1,,82,47,29,,6,100,1.22,8,4,225,225,710,8.7,47,286,6,59,258,2.74,2.74
2009,NHL,NJD,CQF,1,,82,48,27,,7,103,1.26,6,5,222,191,859,10.5,51,273,5,41,239,2.71,2.33
2009,NHL,NYI,,0,,82,34,37,,11,79,0.96,8,6,222,264,950,11.6,49,306,3,71,300,2.71,3.22
2009,NHL,NYR,,0,,82,38,33,,11,87,1.06,3,4,222,218,1159,14.1,55,301,7,50,318,2.71,2.66
2009,NHL,OTT,CQF,1,,82,44,32,,6,94,1.15,5,5,225,238,1141,13.9,49,290,4,50,318,2.74,2.9
2009,NHL,PHI,F,1,,82,41,35,,6,88,1.07,4,3,236,225,1362,16.6,68,317,8,57,335,2.88,2.74
2009,NHL,PHO,CQF,1,,82,50,25,,7,107,1.30,14,6,225,202,925,11.3,46,314,7,49,317,2.74,2.46
2009,NHL,PIT,CSF,1,,82,47,28,,7,101,1.23,8,2,257,237,1195,14.6,56,326,8,52,327,3.13,2.89
2009,NHL,SJS,CF,1,,82,51,20,,11,113,1.38,7,6,264,215,1155,14.1,65,309,9,49,327,3.22,2.62
2009,NHL,STL,,0,,82,40,32,,10,90,1.10,7,5,225,223,1318,16.1,52,307,6,45,342,2.74,2.72
2009,NHL,TBL,,0,,82,34,36,,12,80,0.98,4,7,217,260,1377,16.8,63,326,6,67,336,2.65,3.17
2009,NHL,TOR,,0,,82,30,38,,14,74,0.90,4,4,214,267,1091,13.3,44,315,7,73,288,2.61,3.26
2009,NHL,VAN,CSF,1,,82,49,28,,5,103,1.26,4,4,272,222,1269,15.5,68,325,6,59,320,3.32,2.71
2009,NHL,WAS,CQF,1,,82,54,15,,13,121,1.48,5,6,318,233,940,11.5,79,313,8,67,316,3.88,2.84
2010,NHL,AND,CQF,1,,82,47,30,,5,99,1.21,4,2,239,235,1178,14.4,67,285,7,57,305,2.91,2.87
2010,NHL,ATL,,0,,82,34,36,,12,80,0.98,5,7,223,269,930,11.3,53,289,10,64,285,2.72,3.28
2010,NHL,BOS,SC,1,,82,46,25,,11,103,1.26,2,6,246,195,1115,13.6,43,265,5,46,265,3,2.38
2010,NHL,BUF,CQF,1,,82,43,29,,10,96,1.17,5,1,245,229,958,11.7,54,279,13,51,300,2.99,2.79
2010,NHL,CAL,,0,,82,41,29,,12,94,1.15,9,7,250,237,836,10.2,62,318,9,53,282,3.05,2.89
2010,NHL,CAR,,0,,82,40,31,,11,91,1.11,5,5,236,239,835,10.2,55,346,6,51,272,2.88,2.91
2010,NHL,CBS,,0,,82,34,35,,13,81,0.99,5,8,215,258,1113,13.6,42,301,11,62,314,2.62,3.15
2010,NHL,CHI,CQF,1,,82,44,29,,9,97,1.18,6,5,258,225,742,9.0,64,277,4,53,255,3.15,2.74
2010,NHL,COL,,0,,82,30,44,,8,68,0.83,6,1,227,288,1077,13.1,49,265,11,75,314,2.77,3.51
2010,NHL,DAL,,0,,82,42,29,,11,95,1.16,5,7,227,233,1066,13.0,55,306,15,55,277,2.77,2.84
2010,NHL,DET,CSF,1,,82,47,25,,10,104,1.27,4,4,261,241,754,9.2,67,301,7,53,300,3.18,2.94
2010,NHL,EDM,,0,,82,25,45,,12,62,0.76,2,9,193,269,1270,15.5,44,304,2,74,321,2.35,3.28
2010,NHL,FLO,,0,,82,30,40,,12,72,0.88,4,7,195,229,716,8.7,35,267,5,41,267,2.38,2.79
2010,NHL,LAK,CQF,1,,82,46,30,,6,98,1.20,10,2,219,198,962,11.7,47,292,6,40,276,2.67,2.41
2010,NHL,MIN,,0,,82,39,35,,8,86,1.05,3,5,206,233,983,12.0,53,292,7,53,308,2.51,2.84
2010,NHL,MTL,CQF,1,,82,44,30,,8,96,1.17,3,3,216,209,1097,13.4,57,290,6,51,327,2.63,2.55
2010,NHL,NAS,CSF,1,,82,44,27,,11,99,1.21,6,4,219,194,720,8.8,41,269,2,41,272,2.67,2.37
2010,NHL,NJD,,0,,82,38,39,,5,81,0.99,3,2,174,209,765,9.3,34,237,8,40,241,2.12,2.55
2010,NHL,NYI,,0,,82,30,39,,13,73,0.89,4,6,229,264,1515,18.5,52,302,7,52,310,2.79,3.22
2010,NHL,NYR,CQF,1,,82,44,33,,5,93,1.13,9,3,233,198,1074,13.1,49,290,5,42,257,2.84,2.41
2010,NHL,OTT,,0,,82,32,40,,10,74,0.90,2,5,192,250,1149,14.0,45,257,4,48,294,2.34,3.05
2010,NHL,PHI,CSF,1,,82,47,23,,12,106,1.29,3,7,259,223,1119,13.6,49,295,5,54,313,3.16,2.72
2010,NHL,PHO,CQF,1,,82,43,26,,13,99,1.21,5,6,231,226,863,10.5,46,289,6,64,296,2.82,2.76
2010,NHL,PIT,CQF,1,,82,49,25,,8,106,1.29,10,3,238,199,1388,16.9,49,311,6,45,324,2.9,2.43
2010,NHL,SJS,CF,1,,82,48,25,,9,105,1.28,5,5,248,213,931,11.4,68,289,7,56,274,3.02,2.6
2010,NHL,STL,,0,,82,38,33,,11,87,1.06,4,6,240,234,1225,14.9,52,279,1,51,279,2.93,2.85
2010,NHL,TBL,CF,1,,82,46,25,,11,103,1.26,6,6,247,240,905,11.0,69,336,16,49,302,3.01,2.93
2010,NHL,TOR,,0,,82,37,34,,11,85,1.04,5,6,218,251,985,12.0,52,326,8,62,275,2.66,3.06
2010,NHL,VAN,F,1,,82,54,19,,9,117,1.43,4,5,262,185,943,11.5,72,296,2,45,312,3.2,2.26
2010,NHL,WAS,CSF,1,,82,48,23,,11,107,1.30,5,6,224,197,926,11.3,46,263,5,43,299,2.73,2.4
2011,NHL,AND,,0,,82,34,36,,12,80,0.98,3,7,204,231,980,12.0,45,271,5,51,283,2.49,2.82
2011,NHL,BOS,CQF,1,,82,49,29,,4,102,1.24,9,3,269,202,1101,13.4,43,250,1,43,260,3.28,2.46
2011,NHL,BUF,,0,,82,39,32,,11,89,1.09,7,7,218,230,904,11.0,44,258,7,47,257,2.66,2.8
2011,NHL,CAL,,0,,82,37,29,,16,90,1.10,3,9,202,226,885,10.8,46,260,6,42,268,2.46,2.76
2011,NHL,CAR,,0,,82,33,33,,16,82,1.00,1,6,213,243,763,9.3,49,294,4,49,252,2.6,2.96
2011,NHL,CBS,,0,,82,29,46,,7,65,0.79,4,5,202,262,1037,12.6,49,317,8,64,274,2.46,3.2
2011,NHL,CHI,CQF,1,,82,45,26,,11,101,1.23,7,7,248,238,848,10.3,42,277,3,51,233,3.02,2.9
2011,NHL,COL,,0,,82,41,35,,6,88,1.07,9,2,208,220,902,11.0,41,223,4,47,277,2.54,2.68
2011,NHL,DAL,,0,,82,42,35,,5,89,1.09,7,4,211,222,1032,12.6,33,244,3,52,303,2.57,2.71
2011,NHL,DET,CQF,1,,82,48,28,,6,102,1.24,9,3,248,203,699,8.5,48,298,11,50,274,3.02,2.48
2011,NHL,EDM,,0,,82,32,40,,10,74,0.90,5,7,212,239,942,11.5,54,262,8,52,296,2.59,2.91
2011,NHL,FLO,CQF,1,,82,38,26,,18,94,1.15,6,11,203,227,792,9.7,53,286,6,49,239,2.48,2.77
2011,NHL,LAK,SC,1,,82,40,27,,15,95,1.16,6,9,194,179,923,11.3,49,289,2,38,293,2.37,2.18
2011,NHL,MIN,,0,,82,35,36,,11,81,0.99,11,9,177,226,994,12.1,39,258,4,51,285,2.16,2.76
2011,NHL,MTL,,0,,82,31,35,,16,78,0.95,5,12,212,226,954,11.6,43,301,8,36,315,2.59,2.76
2011,NHL,NAS,CSF,1,,82,48,26,,8,104,1.27,5,5,237,210,689,8.4,54,250,4,40,244,2.89,2.56
2011,NHL,NJD,F,1,,82,48,28,,6,102,1.24,12,4,228,209,944,11.5,46,267,13,27,259,2.78,2.55
2011,NHL,NYI,,0,,82,34,37,,11,79,0.96,7,4,203,255,763,9.3,45,243,5,46,236,2.48,3.11
2011,NHL,NYR,CF,1,,82,51,24,,7,109,1.33,4,5,226,187,1059,12.9,44,280,4,36,260,2.76,2.28
2011,NHL,OTT,CQF,1,,82,41,31,,10,92,1.12,6,4,249,240,1145,14.0,49,270,7,57,310,3.04,2.93
2011,NHL,PHI,CSF,1,,82,47,26,,9,103,1.26,4,7,264,232,1318,16.1,66,335,9,58,319,3.22,2.83
2011,NHL,PHO,CF,1,,82,42,27,,13,97,1.18,6,10,216,204,757,9.2,34,251,6,36,249,2.63,2.49
2011,NHL,PIT,CQF,1,,82,51,25,,6,108,1.32,9,3,282,221,880,10.7,57,289,10,33,270,3.44,2.7
2011,NHL,SJS,CQF,1,,82,43,29,,10,96,1.17,9,5,228,210,785,9.6,57,270,4,52,225,2.78,2.56
2011,NHL,STL,CSF,1,,82,49,22,,11,109,1.33,4,10,210,165,1062,13.0,45,270,3,40,282,2.56,2.01
2011,NHL,TBL,,0,,82,38,36,,8,84,1.02,3,3,235,281,865,10.5,41,269,12,59,284,2.87,3.43
2011,NHL,TOR,,0,,82,35,37,,10,80,0.98,4,5,231,264,824,10.0,49,267,6,55,242,2.82,3.22
2011,NHL,VAN,CQF,1,,82,51,22,,9,111,1.35,8,7,249,198,1049,12.8,57,288,4,40,286,3.04,2.41
2011,NHL,WAS,CSF,1,,82,42,32,,8,92,1.12,4,4,222,230,767,9.4,41,245,10,49,266,2.71,2.8
2011,NHL,WPG,,0,,82,37,35,,10,84,1.02,4,4,225,246,905,11.0,45,251,8,58,292,2.74,3
